Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer
27-10-2022,Asia,ERP,Partner,Consumer,9470,17,1888,No
28-10-2022,Europe,Antivirus,Online,Business,2541,18,712,No
29-10-2022,Asia,Database,Direct Sales,Consumer,8051,13,1953,Yes
30-10-2022,Europe,Antivirus,Direct Sales,Consumer,6159,7,1257,No
31-10-2022,South America,Database,Online,Consumer,3831,12,1185,Yes
01-11-2022,Europe,ERP,Partner,Consumer,114,2,762,No
02-11-2022,Europe,Antivirus,Partner,Business,4521,12,1492,Yes
03-11-2022,North America,ERP,Online,Business,2840,12,1190,Yes
04-11-2022,Europe,Database,Online,Consumer,1133,4,1056,Yes
05-11-2022,North America,ERP,Online,Consumer,844,4,897,No
06-11-2022,Australia,Antivirus,Partner,Consumer,3541,18,600,Yes
07-11-2022,North America,Antivirus,Partner,Business,6186,16,1279,Yes
08-11-2022,South America,ERP,Partner,Consumer,8391,14,969,No
09-11-2022,North America,CRM,Online,Consumer,1917,17,1562,No
10-11-2022,Australia,Database,Partner,Business,4304,17,1585,Yes
11-11-2022,South America,Database,Direct Sales,Consumer,3980,3,998,No
12-11-2022,Asia,ERP,Online,Consumer,5183,6,1504,No
13-11-2022,Asia,CRM,Partner,Business,8115,13,888,Yes
14-11-2022,North America,Antivirus,Online,Consumer,5581,9,1591,Yes
15-11-2022,North America,DevTools,Direct Sales,Consumer,8482,9,524,Yes
16-11-2022,Australia,DevTools,Direct Sales,Business,5234,8,727,Yes
17-11-2022,Australia,ERP,Online,Consumer,6078,17,868,No
18-11-2022,Europe,CRM,Online,Business,4430,16,1659,Yes
19-11-2022,Australia,CRM,Direct Sales,Consumer,8249,16,600,Yes
20-11-2022,Europe,Database,Online,Consumer,9246,19,782,Yes
21-11-2022,South America,Antivirus,Direct Sales,Consumer,6428,16,1038,No
22-11-2022,North America,CRM,Direct Sales,Consumer,8226,14,514,Yes
23-11-2022,South America,DevTools,Partner,Consumer,684,14,1643,Yes
24-11-2022,Australia,Antivirus,Online,Business,9071,14,1340,Yes
25-11-2022,South America,Antivirus,Online,Consumer,1970,14,1851,No
26-11-2022,South America,ERP,Partner,Consumer,2640,12,547,Yes
27-11-2022,South America,CRM,Direct Sales,Business,628,6,907,Yes
28-11-2022,Australia,ERP,Online,Business,9657,13,1597,Yes
29-11-2022,South America,CRM,Partner,Consumer,8535,16,1513,Yes
30-11-2022,Europe,Database,Partner,Business,9141,9,865,No
01-12-2022,Australia,ERP,Online,Consumer,8487,2,1394,No
02-12-2022,South America,ERP,Partner,Business,4847,3,1691,Yes
03-12-2022,Australia,DevTools,Direct Sales,Business,9248,10,550,No
04-12-2022,Asia,ERP,Partner,Consumer,9698,2,1576,No
05-12-2022,Europe,CRM,Direct Sales,Business,5075,10,878,Yes
06-12-2022,South America,DevTools,Direct Sales,Consumer,1839,8,1922,Yes
07-12-2022,Asia,ERP,Online,Business,6620,17,1307,No
08-12-2022,Asia,ERP,Partner,Business,9757,1,550,Yes
09-12-2022,Australia,Database,Direct Sales,Business,8734,6,1105,Yes
10-12-2022,Asia,ERP,Direct Sales,Consumer,8632,7,1949,Yes
11-12-2022,Europe,Antivirus,Partner,Consumer,9345,15,1596,Yes
12-12-2022,Europe,DevTools,Direct Sales,Business,8950,18,951,No
13-12-2022,North America,Antivirus,Partner,Consumer,7785,9,1363,Yes
14-12-2022,Europe,DevTools,Online,Consumer,7211,8,1399,No
15-12-2022,Asia,Database,Direct Sales,Consumer,2721,10,535,Yes
16-12-2022,Europe,ERP,Direct Sales,Business,6251,4,768,Yes
17-12-2022,Australia,ERP,Partner,Consumer,5263,8,1328,No
18-12-2022,North America,ERP,Partner,Business,8633,1,1104,No
19-12-2022,Asia,DevTools,Partner,Business,4968,8,785,No
20-12-2022,North America,ERP,Partner,Business,1365,12,1659,No
21-12-2022,Asia,Antivirus,Direct Sales,Business,149,15,1233,Yes
22-12-2022,Australia,ERP,Online,Business,6811,13,965,Yes
23-12-2022,North America,Database,Online,Consumer,5544,16,743,No
24-12-2022,South America,Antivirus,Online,Consumer,3377,18,1417,Yes
25-12-2022,Asia,ERP,Online,Business,1773,1,1499,Yes
26-12-2022,South America,ERP,Partner,Consumer,4720,17,1504,Yes
27-12-2022,North America,CRM,Direct Sales,Consumer,1093,16,830,No
28-12-2022,South America,DevTools,Direct Sales,Consumer,3427,5,1393,No
29-12-2022,South America,Antivirus,Direct Sales,Consumer,3854,10,1858,No
30-12-2022,North America,CRM,Partner,Consumer,4710,6,1030,No
31-12-2022,Australia,Database,Direct Sales,Consumer,4720,12,816,No
01-01-2022,South America,DevTools,Partner,Consumer,2644,10,1658,No
02-01-2022,South America,Antivirus,Direct Sales,Business,8517,17,765,No
03-01-2022,Australia,ERP,Online,Business,3620,2,881,Yes
04-01-2022,South America,Antivirus,Partner,Business,2373,19,651,Yes
05-01-2022,South America,ERP,Direct Sales,Consumer,1841,6,902,No
06-01-2022,South America,DevTools,Online,Consumer,3294,13,1116,Yes
07-01-2022,Europe,ERP,Online,Business,769,9,596,Yes
08-01-2022,Australia,Database,Online,Consumer,426,12,1808,No
09-01-2022,South America,ERP,Partner,Consumer,6091,18,1271,Yes
10-01-2022,Australia,Database,Partner,Business,6230,8,1382,Yes
11-01-2022,Asia,DevTools,Direct Sales,Business,5343,18,1057,No
12-01-2022,Asia,DevTools,Online,Business,7647,2,1505,No
13-01-2022,South America,Antivirus,Direct Sales,Consumer,488,8,1148,Yes
14-01-2022,Australia,Database,Direct Sales,Consumer,9366,10,1642,No
15-01-2022,Australia,Database,Online,Consumer,1041,9,1732,No
16-01-2022,Australia,CRM,Direct Sales,Business,6773,18,1508,Yes
17-01-2022,Europe,CRM,Partner,Business,1421,8,1237,No
18-01-2022,Asia,CRM,Direct Sales,Consumer,8811,19,1673,Yes
19-01-2022,Australia,ERP,Online,Business,5156,3,1241,No
20-01-2022,Australia,CRM,Partner,Business,915,9,667,Yes
21-01-2022,Europe,Database,Partner,Consumer,6206,13,675,No
22-01-2022,Europe,ERP,Direct Sales,Business,190,9,1923,Yes
23-01-2022,Australia,DevTools,Direct Sales,Business,7783,12,820,No
24-01-2022,North America,Antivirus,Partner,Business,6541,13,1724,Yes
25-01-2022,Australia,CRM,Direct Sales,Consumer,2205,8,870,No
26-01-2022,Australia,DevTools,Online,Consumer,3810,15,1146,Yes
27-01-2022,Europe,Database,Direct Sales,Business,177,13,1482,No
28-01-2022,Europe,Antivirus,Direct Sales,Consumer,6967,13,738,Yes
29-01-2022,Australia,DevTools,Partner,Consumer,3294,17,1606,Yes
30-01-2022,Australia,Antivirus,Direct Sales,Consumer,5759,15,1535,No
31-01-2022,Australia,CRM,Direct Sales,Business,9572,19,1315,No
01-02-2022,Europe,Database,Direct Sales,Consumer,3065,3,1349,Yes
02-02-2022,Australia,Antivirus,Online,Business,9903,14,659,No
03-02-2022,Australia,DevTools,Direct Sales,Business,6364,10,1154,Yes
04-02-2022,South America,CRM,Online,Consumer,2497,17,630,Yes
05-02-2022,North America,CRM,Online,Business,4424,8,962,Yes
06-02-2022,Asia,DevTools,Online,Consumer,7430,18,1850,Yes
07-02-2022,North America,DevTools,Online,Consumer,4520,12,1362,Yes
08-02-2022,South America,Antivirus,Partner,Business,778,17,1614,Yes
09-02-2022,Asia,ERP,Online,Business,1769,11,1361,No
10-02-2022,Australia,CRM,Direct Sales,Consumer,7934,9,791,Yes
11-02-2022,South America,Antivirus,Online,Consumer,6519,15,1392,Yes
12-02-2022,Australia,DevTools,Direct Sales,Consumer,5741,9,1633,Yes
13-02-2022,Europe,Antivirus,Online,Consumer,1759,12,708,Yes
14-02-2022,South America,DevTools,Partner,Business,8394,11,1725,Yes
15-02-2022,Europe,Database,Online,Business,9611,17,1333,No
16-02-2022,South America,DevTools,Online,Business,505,6,506,No
17-02-2022,South America,DevTools,Partner,Consumer,873,8,1280,Yes
18-02-2022,Europe,DevTools,Online,Business,8859,10,1094,Yes
19-02-2022,Asia,ERP,Direct Sales,Business,8174,15,945,Yes
20-02-2022,North America,DevTools,Online,Business,6218,4,1657,No
21-02-2022,Australia,CRM,Online,Business,9455,18,1849,No
22-02-2022,South America,CRM,Online,Consumer,6500,11,1644,Yes
23-02-2022,Australia,Antivirus,Partner,Business,2238,9,1770,No
24-02-2022,Europe,ERP,Online,Business,7314,9,1863,Yes
25-02-2022,Australia,Antivirus,Online,Business,6493,8,1869,Yes
26-02-2022,Europe,CRM,Direct Sales,Business,9859,3,672,No
27-02-2022,Australia,CRM,Online,Consumer,2218,18,1185,No
28-02-2022,North America,Database,Online,Consumer,6019,14,500,No
01-03-2022,North America,DevTools,Online,Business,7824,3,1260,No
02-03-2022,North America,CRM,Online,Consumer,3456,17,1886,No
03-03-2022,North America,Antivirus,Direct Sales,Consumer,3859,4,799,Yes
04-03-2022,North America,Antivirus,Direct Sales,Consumer,8890,18,1460,No
05-03-2022,North America,DevTools,Partner,Consumer,4102,15,1467,Yes
06-03-2022,Europe,DevTools,Online,Business,6285,19,741,No
07-03-2022,South America,Database,Partner,Consumer,8903,6,858,Yes
08-03-2022,Australia,ERP,Partner,Consumer,2177,15,1193,No
09-03-2022,North America,Antivirus,Online,Business,9821,7,782,No
10-03-2022,Europe,DevTools,Direct Sales,Business,7049,12,1377,Yes
11-03-2022,Europe,Antivirus,Direct Sales,Business,5012,16,1227,No
12-03-2022,Europe,DevTools,Online,Business,4366,9,1279,Yes
13-03-2022,South America,CRM,Online,Consumer,9548,5,702,No
14-03-2022,Australia,Antivirus,Direct Sales,Business,2137,11,1276,Yes
15-03-2022,South America,CRM,Online,Consumer,3186,2,574,Yes
16-03-2022,Asia,Antivirus,Online,Consumer,3147,16,1822,No
17-03-2022,Europe,ERP,Online,Business,2961,4,1015,No
18-03-2022,Asia,Database,Direct Sales,Business,4739,5,1785,No
19-03-2022,North America,CRM,Partner,Consumer,9893,7,1552,No
20-03-2022,North America,DevTools,Partner,Consumer,8899,6,1649,No
21-03-2022,South America,ERP,Online,Business,3347,10,972,Yes
22-03-2022,Australia,Antivirus,Direct Sales,Business,4286,14,842,No
23-03-2022,Asia,CRM,Online,Business,6728,8,1110,No
24-03-2022,Australia,Antivirus,Direct Sales,Consumer,270,14,536,Yes
25-03-2022,South America,Antivirus,Online,Consumer,8220,14,1878,Yes
26-03-2022,North America,Antivirus,Direct Sales,Business,8810,3,1081,No
27-03-2022,Australia,Database,Direct Sales,Consumer,8586,1,1983,Yes
28-03-2022,Australia,Database,Partner,Business,3813,9,1642,No
29-03-2022,North America,DevTools,Online,Consumer,4674,9,621,Yes
30-03-2022,Asia,CRM,Partner,Consumer,223,2,1490,Yes
31-03-2022,North America,ERP,Partner,Business,4054,16,906,Yes
01-04-2022,Australia,ERP,Direct Sales,Business,4658,8,866,No
02-04-2022,Asia,ERP,Online,Business,9079,6,885,Yes
03-04-2022,Asia,Antivirus,Direct Sales,Consumer,8950,13,1874,No
04-04-2022,North America,Database,Direct Sales,Consumer,9664,1,1250,No
05-04-2022,Australia,CRM,Direct Sales,Business,8863,19,1504,No
06-04-2022,South America,Antivirus,Online,Consumer,181,15,921,Yes
07-04-2022,Australia,Database,Online,Business,6450,1,1284,No
08-04-2022,Europe,Database,Direct Sales,Consumer,776,10,1025,Yes
09-04-2022,South America,CRM,Online,Business,2799,1,982,Yes
10-04-2022,Asia,CRM,Direct Sales,Consumer,5825,12,870,No
11-04-2022,South America,CRM,Online,Consumer,7036,11,1114,No
12-04-2022,Asia,Antivirus,Online,Consumer,6581,17,1490,No
13-04-2022,Asia,DevTools,Partner,Consumer,586,4,833,No
14-04-2022,South America,CRM,Direct Sales,Business,1126,7,1948,No
15-04-2022,Asia,DevTools,Partner,Consumer,1373,12,687,Yes
16-04-2022,Asia,Antivirus,Partner,Business,1005,13,1220,Yes
17-04-2022,Europe,DevTools,Direct Sales,Business,1865,5,628,No
18-04-2022,Australia,ERP,Direct Sales,Business,6916,6,534,No
19-04-2022,Australia,DevTools,Online,Business,8325,2,1884,No
20-04-2022,Europe,CRM,Direct Sales,Consumer,4147,7,1716,Yes
21-04-2022,South America,Antivirus,Partner,Business,6959,14,1541,Yes
22-04-2022,North America,CRM,Partner,Consumer,2080,14,1798,No
23-04-2022,North America,ERP,Direct Sales,Consumer,9735,10,1704,No
24-04-2022,North America,CRM,Partner,Consumer,3565,4,1471,Yes
25-04-2022,Europe,CRM,Online,Consumer,8474,3,1771,Yes
26-04-2022,Europe,CRM,Partner,Business,9459,14,1086,No
27-04-2022,Asia,Database,Online,Consumer,8661,6,1329,No
28-04-2022,North America,ERP,Partner,Business,764,15,1664,Yes
29-04-2022,South America,CRM,Online,Consumer,6538,8,627,Yes
30-04-2022,South America,CRM,Online,Consumer,1289,5,1788,Yes
01-05-2022,North America,CRM,Direct Sales,Business,156,3,735,Yes
02-05-2022,North America,Antivirus,Online,Consumer,613,3,1797,Yes
03-05-2022,North America,Database,Direct Sales,Consumer,9170,13,967,No
04-05-2022,Europe,Antivirus,Partner,Consumer,9094,2,990,No
05-05-2022,Europe,Database,Partner,Consumer,2336,1,611,Yes
06-05-2022,Europe,CRM,Partner,Consumer,5516,12,1829,Yes
07-05-2022,Australia,ERP,Online,Business,9555,8,762,Yes
08-05-2022,South America,DevTools,Partner,Consumer,5017,19,1445,Yes
09-05-2022,South America,DevTools,Partner,Consumer,3996,9,1466,No
10-05-2022,Asia,CRM,Direct Sales,Business,4884,14,922,No
11-05-2022,Europe,Antivirus,Direct Sales,Consumer,7923,18,1978,No
12-05-2022,Australia,ERP,Partner,Business,4825,10,596,No
13-05-2022,Australia,Database,Partner,Consumer,7854,9,1412,Yes
14-05-2022,South America,CRM,Online,Consumer,4374,6,1219,Yes
15-05-2022,Europe,ERP,Online,Business,2595,1,868,No
16-05-2022,Asia,ERP,Partner,Consumer,3332,5,745,Yes
17-05-2022,Europe,Database,Direct Sales,Consumer,870,10,1606,No
18-05-2022,North America,ERP,Partner,Business,5024,13,1874,Yes
19-05-2022,Europe,Antivirus,Online,Business,1566,4,661,Yes
20-05-2022,North America,Antivirus,Direct Sales,Consumer,8134,1,791,No
21-05-2022,North America,Antivirus,Direct Sales,Business,4264,2,1979,Yes
22-05-2022,Asia,ERP,Online,Consumer,7674,4,523,Yes
23-05-2022,South America,Antivirus,Partner,Business,9549,17,1262,Yes
24-05-2022,Europe,Database,Partner,Consumer,8510,10,1274,No
25-05-2022,North America,ERP,Partner,Business,9519,12,895,Yes
26-05-2022,Europe,DevTools,Online,Business,5723,2,1495,Yes
27-05-2022,South America,ERP,Direct Sales,Business,1737,3,1917,Yes
28-05-2022,South America,Database,Online,Business,9360,14,1175,No
29-05-2022,Australia,DevTools,Partner,Business,8698,15,1624,Yes
30-05-2022,South America,ERP,Online,Business,8658,13,1469,Yes
31-05-2022,Asia,Antivirus,Direct Sales,Business,6963,9,1209,No
01-06-2022,North America,CRM,Online,Business,6287,2,575,Yes
02-06-2022,Australia,CRM,Partner,Business,246,19,1613,Yes
03-06-2022,Asia,Antivirus,Direct Sales,Consumer,7506,16,1045,Yes
04-06-2022,Europe,CRM,Online,Business,1006,11,837,No
05-06-2022,North America,CRM,Online,Consumer,2672,12,1922,Yes
06-06-2022,South America,Antivirus,Direct Sales,Business,5560,1,1660,Yes
07-06-2022,North America,Antivirus,Direct Sales,Consumer,4572,2,1943,No
08-06-2022,Europe,ERP,Partner,Consumer,256,16,884,No
09-06-2022,Australia,ERP,Direct Sales,Business,8257,2,1754,Yes
10-06-2022,Australia,Antivirus,Partner,Business,8800,19,1412,Yes
11-06-2022,Australia,Database,Online,Consumer,6851,10,1972,Yes
12-06-2022,South America,CRM,Partner,Consumer,5457,19,1919,No
13-06-2022,Asia,ERP,Online,Business,9611,10,1959,Yes
14-06-2022,Asia,CRM,Direct Sales,Business,1288,16,1928,No
15-06-2022,North America,DevTools,Online,Business,7405,13,511,Yes
16-06-2022,South America,Antivirus,Direct Sales,Consumer,1371,16,1612,No
17-06-2022,Australia,Database,Online,Business,3880,18,908,No
18-06-2022,Australia,DevTools,Online,Business,5896,8,1558,No
19-06-2022,Europe,DevTools,Online,Business,7397,18,1971,Yes
20-06-2022,Europe,DevTools,Online,Business,137,13,559,No
21-06-2022,Australia,Antivirus,Partner,Business,2680,7,1350,No
22-06-2022,Australia,ERP,Online,Consumer,5428,18,1602,Yes
23-06-2022,South America,Antivirus,Partner,Consumer,5375,6,880,No
24-06-2022,Asia,ERP,Direct Sales,Business,6413,9,838,No
25-06-2022,Europe,DevTools,Direct Sales,Business,3108,6,591,Yes
26-06-2022,Asia,DevTools,Partner,Consumer,5451,18,641,No
27-06-2022,South America,Database,Direct Sales,Business,1979,17,1485,Yes
28-06-2022,Australia,ERP,Direct Sales,Consumer,1950,12,1258,Yes
29-06-2022,Asia,DevTools,Online,Business,5808,3,545,Yes
30-06-2022,Australia,CRM,Online,Consumer,6886,5,1954,No
01-07-2022,Australia,Database,Online,Consumer,1292,7,1484,Yes
02-07-2022,North America,Antivirus,Partner,Business,1316,10,1273,No
03-07-2022,Asia,Database,Partner,Consumer,5696,10,909,No
04-07-2022,Asia,CRM,Direct Sales,Business,2774,19,1487,No
05-07-2022,Australia,ERP,Online,Consumer,3985,4,1046,No
06-07-2022,South America,Antivirus,Partner,Business,4067,10,1554,Yes
07-07-2022,North America,Antivirus,Partner,Business,1868,18,1524,Yes
08-07-2022,Australia,ERP,Online,Business,113,3,639,No
09-07-2022,Europe,Database,Partner,Consumer,8546,3,1864,No
10-07-2022,Europe,DevTools,Online,Business,7179,5,1230,Yes
11-07-2022,North America,Database,Direct Sales,Business,6936,16,1089,Yes
12-07-2022,South America,CRM,Direct Sales,Business,5510,13,1933,Yes
13-07-2022,Australia,DevTools,Direct Sales,Consumer,7040,11,1157,No
14-07-2022,Asia,Database,Online,Business,9363,13,1582,Yes
15-07-2022,North America,ERP,Partner,Consumer,6690,19,1483,Yes
16-07-2022,South America,CRM,Direct Sales,Consumer,2724,6,748,Yes
17-07-2022,Asia,CRM,Direct Sales,Consumer,5749,13,1987,No
18-07-2022,Europe,CRM,Direct Sales,Business,4479,4,1195,Yes
19-07-2022,Europe,DevTools,Partner,Business,5609,5,1092,Yes
20-07-2022,Asia,Antivirus,Partner,Consumer,5224,19,1879,Yes
21-07-2022,North America,DevTools,Online,Business,8602,5,1294,No
22-07-2022,Europe,Database,Direct Sales,Business,6553,14,1558,No
23-07-2022,Australia,Antivirus,Partner,Consumer,1969,4,1769,Yes
24-07-2022,Asia,Database,Online,Consumer,724,12,853,No
25-07-2022,Asia,Antivirus,Direct Sales,Business,4301,6,754,No
26-07-2022,Europe,DevTools,Partner,Consumer,255,19,603,Yes
27-07-2022,North America,CRM,Partner,Business,3251,10,1846,No
28-07-2022,Australia,ERP,Online,Consumer,3743,1,801,Yes
29-07-2022,North America,CRM,Direct Sales,Business,3818,16,962,No
30-07-2022,South America,DevTools,Direct Sales,Business,9796,4,929,No
31-07-2022,South America,Antivirus,Partner,Consumer,3109,9,957,Yes
01-08-2022,Europe,CRM,Direct Sales,Business,2726,18,1502,Yes
02-08-2022,Europe,DevTools,Online,Business,1381,17,1931,Yes
03-08-2022,Europe,Database,Partner,Consumer,5159,15,994,No
04-08-2022,South America,ERP,Partner,Business,1621,19,1111,No
05-08-2022,North America,CRM,Online,Business,6201,7,1657,No
06-08-2022,North America,Antivirus,Partner,Business,1636,18,1149,No
07-08-2022,Europe,Database,Direct Sales,Consumer,5809,6,1889,Yes
08-08-2022,Australia,DevTools,Direct Sales,Consumer,8280,19,1255,Yes
09-08-2022,North America,ERP,Partner,Consumer,521,12,1022,Yes
10-08-2022,South America,Antivirus,Online,Consumer,4255,3,1957,Yes
11-08-2022,Asia,DevTools,Online,Consumer,4664,1,1139,Yes
12-08-2022,Asia,DevTools,Direct Sales,Business,7932,5,847,No
13-08-2022,Asia,CRM,Online,Business,4732,1,767,No
14-08-2022,Australia,CRM,Partner,Business,5719,8,1993,Yes
15-08-2022,Europe,Antivirus,Partner,Consumer,7933,7,1629,No
16-08-2022,South America,DevTools,Direct Sales,Business,5642,15,1113,No
17-08-2022,Australia,CRM,Direct Sales,Consumer,3647,11,1740,No
18-08-2022,South America,ERP,Direct Sales,Business,950,18,1320,Yes
19-08-2022,South America,ERP,Online,Consumer,7326,14,976,No
20-08-2022,Europe,DevTools,Partner,Business,8724,9,1615,Yes
21-08-2022,Asia,CRM,Partner,Business,9704,5,1619,No
22-08-2022,Europe,Antivirus,Partner,Consumer,9273,4,1250,No
23-08-2022,Australia,Antivirus,Direct Sales,Business,7994,12,568,Yes
24-08-2022,Australia,Antivirus,Partner,Business,6470,1,616,Yes
25-08-2022,Australia,ERP,Online,Consumer,7836,13,1683,Yes
26-08-2022,Europe,CRM,Online,Business,4378,1,1735,Yes
27-08-2022,South America,CRM,Partner,Business,5988,3,1517,No
28-08-2022,South America,ERP,Direct Sales,Consumer,3552,8,1759,Yes
